time, act_r, act_thr, th_mo, th_bi
0.0557,0.314728,1.56891,0.67897,2.45886
0.0558,0.314697,1.56896,0.678934,2.45898
0.0559,0.314667,1.569,0.678898,2.4591
0.056,0.314638,1.56904,0.678862,2.45921
0.0561,0.314609,1.56908,0.678827,2.45933
0.0562,0.31458,1.56912,0.678793,2.45944
0.0563,0.314552,1.56916,0.678758,2.45955
0.0564,0.314524,1.56919,0.678724,2.45966
0.0565,0.314497,1.56923,0.678691,2.45977
0.0566,0.31447,1.56927,0.678658,2.45987
0.0567,0.314443,1.5693,0.678625,2.45998
0.0568,0.314417,1.56933,0.678592,2.46008
0.0569,0.314392,1.56937,0.678559,2.46018
0.057,0.314367,1.5694,0.678527,2.46027
0.0571,0.314342,1.56943,0.678496,2.46037
0.0572,0.314318,1.56946,0.678464,2.46046
0.0573,0.314294,1.56949,0.678433,2.46055
0.0574,0.314271,1.56952,0.678402,2.46064
0.0575,0.314248,1.56955,0.678371,2.46073
0.0576,0.314226,1.56958,0.678341,2.46081
0.0577,0.314204,1.5696,0.678311,2.4609
0.0578,0.314182,1.56963,0.678281,2.46098
0.0579,0.314161,1.56965,0.678251,2.46105
0.058,0.314141,1.56968,0.678222,2.46113
0.0581,0.31412,1.5697,0.678193,2.46121
0.0582,0.314101,1.56972,0.678164,2.46128
0.0583,0.314081,1.56974,0.678135,2.46135
0.0584,0.314063,1.56976,0.678107,2.46142
0.0585,0.314044,1.56978,0.678079,2.46148
0.0586,0.314026,1.5698,0.678051,2.46155
0.0587,0.314009,1.56982,0.678023,2.46161
0.0588,0.313992,1.56983,0.677995,2.46167
0.0589,0.313975,1.56985,0.677968,2.46173
0.059,0.313959,1.56986,0.677941,2.46178
0.0591,0.313944,1.56987,0.677914,2.46183
0.0592,0.313928,1.56989,0.677887,2.46189
0.0593,0.313914,1.5699,0.67786,2.46194
0.0594,0.313899,1.56991,0.677834,2.46198
0.0595,0.313885,1.56992,0.677808,2.46203
0.0596,0.313872,1.56993,0.677782,2.46207
0.0597,0.313859,1.56993,0.677756,2.46211
0.0598,0.313846,1.56994,0.67773,2.46215
0.0599,0.313834,1.56995,0.677705,2.46219
0.06,0.313823,1.56995,0.67768,2.46222
0.0601,0.313811,1.56996,0.677655,2.46226
0.0602,0.313801,1.56996,0.67763,2.46229
0.0603,0.31379,1.56996,0.677605,2.46232
0.0604,0.31378,1.56996,0.67758,2.46234
0.0605,0.313771,1.56996,0.677556,2.46237
0.0606,0.313762,1.56996,0.677532,2.46239
0.0607,0.313753,1.56996,0.677508,2.46241
0.0608,0.313745,1.56996,0.677484,2.46243
0.0609,0.313737,1.56995,0.67746,2.46244
0.061,0.31373,1.56995,0.677437,2.46246
0.0611,0.313723,1.56994,0.677414,2.46247
0.0612,0.313716,1.56994,0.677391,2.46248
0.0613,0.31371,1.56993,0.677368,2.46249
0.0614,0.313704,1.56992,0.677345,2.4625
0.0615,0.313699,1.56991,0.677322,2.4625
0.0616,0.313694,1.5699,0.6773,2.4625
0.0617,0.31369,1.56989,0.677278,2.4625
0.0618,0.313686,1.56988,0.677255,2.4625
0.0619,0.313682,1.56987,0.677234,2.4625
0.062,0.313679,1.56985,0.677212,2.46249
0.0621,0.313676,1.56984,0.67719,2.46249
0.0622,0.313674,1.56982,0.677169,2.46248
0.0623,0.313672,1.56981,0.677148,2.46247
0.0624,0.31367,1.56979,0.677127,2.46245
0.0625,0.313669,1.56977,0.677106,2.46244
0.0626,0.313668,1.56975,0.677086,2.46242
0.0627,0.313668,1.56973,0.677065,2.4624
0.0628,0.313668,1.56971,0.677045,2.46238
0.0629,0.313668,1.56969,0.677025,2.46236
0.063,0.313669,1.56967,0.677005,2.46234
0.0631,0.31367,1.56965,0.676986,2.46231
0.0632,0.313672,1.56962,0.676966,2.46228
0.0633,0.313674,1.5696,0.676947,2.46225
0.0634,0.313676,1.56958,0.676928,2.46222
0.0635,0.313679,1.56955,0.676909,2.46219
0.0636,0.313682,1.56952,0.676891,2.46215
0.0637,0.313686,1.5695,0.676872,2.46212
0.0638,0.31369,1.56947,0.676854,2.46208
0.0639,0.313694,1.56944,0.676836,2.46204
0.064,0.313699,1.56941,0.676818,2.462
0.0641,0.313704,1.56938,0.676801,2.46196
0.0642,0.313709,1.56935,0.676784,2.46191
0.0643,0.313715,1.56932,0.676766,2.46186
0.0644,0.313721,1.56928,0.67675,2.46182
0.0645,0.313727,1.56925,0.676733,2.46177
0.0646,0.313734,1.56922,0.676717,2.46171
0.0647,0.313741,1.56918,0.6767,2.46166
0.0648,0.313749,1.56915,0.676684,2.46161
0.0649,0.313757,1.56911,0.676669,2.46155
0.065,0.313765,1.56907,0.676653,2.46149
0.0651,0.313773,1.56904,0.676638,2.46143
0.0652,0.313782,1.569,0.676623,2.46137
0.0653,0.313792,1.56896,0.676609,2.46131
0.0654,0.313801,1.56892,0.676594,2.46125
0.0655,0.313811,1.56888,0.67658,2.46118
0.0656,0.313821,1.56884,0.676567,2.46112
0.0657,0.313832,1.5688,0.676553,2.46105
0.0658,0.313843,1.56876,0.67654,2.46098
0.0659,0.313854,1.56872,0.676527,2.46091
0.066,0.313866,1.56868,0.676514,2.46084
0.0661,0.313878,1.56863,0.676502,2.46076
0.0662,0.31389,1.56859,0.67649,2.46069
0.0663,0.313902,1.56855,0.676479,2.46061
0.0664,0.313915,1.5685,0.676467,2.46054
0.0665,0.313928,1.56846,0.676456,2.46046
0.0666,0.313942,1.56841,0.676446,2.46038
0.0667,0.313955,1.56837,0.676436,2.4603
0.0668,0.31397,1.56832,0.676426,2.46021
0.0669,0.313984,1.56827,0.676416,2.46013
0.067,0.313998,1.56823,0.676407,2.46005
0.0671,0.314013,1.56818,0.676398,2.45996
0.0672,0.314029,1.56813,0.67639,2.45987
0.0673,0.314044,1.56808,0.676382,2.45979
0.0674,0.31406,1.56804,0.676374,2.4597
0.0675,0.314076,1.56799,0.676367,2.45961
0.0676,0.314092,1.56794,0.67636,2.45952
0.0677,0.314109,1.56789,0.676354,2.45943
0.0678,0.314126,1.56784,0.676348,2.45933
0.0679,0.314143,1.56779,0.676342,2.45924
0.068,0.31416,1.56774,0.676337,2.45914
0.0681,0.314178,1.56769,0.676333,2.45905
0.0682,0.314196,1.56764,0.676328,2.45895
0.0683,0.314214,1.56759,0.676325,2.45885
0.0684,0.314233,1.56754,0.676321,2.45876
0.0685,0.314251,1.56749,0.676318,2.45866
0.0686,0.31427,1.56744,0.676316,2.45856
0.0687,0.31429,1.56739,0.676314,2.45846
0.0688,0.314309,1.56733,0.676313,2.45836
0.0689,0.314329,1.56728,0.676312,2.45825
0.069,0.314349,1.56723,0.676312,2.45815
0.0691,0.314369,1.56718,0.676312,2.45805
0.0692,0.314389,1.56713,0.676312,2.45794
0.0693,0.31441,1.56708,0.676314,2.45784
0.0694,0.314431,1.56702,0.676315,2.45773
0.0695,0.314452,1.56697,0.676318,2.45763
0.0696,0.314473,1.56692,0.67632,2.45752
0.0697,0.314494,1.56687,0.676324,2.45741
0.0698,0.314516,1.56682,0.676328,2.4573
0.0699,0.314538,1.56676,0.676332,2.4572
0.07,0.31456,1.56671,0.676337,2.45709
0.0701,0.314583,1.56666,0.676343,2.45698
0.0702,0.314605,1.56661,0.676349,2.45687
0.0703,0.314628,1.56656,0.676356,2.45676
0.0704,0.314651,1.56651,0.676363,2.45665
0.0705,0.314674,1.56645,0.676371,2.45654
0.0706,0.314697,1.5664,0.67638,2.45642
0.0707,0.314721,1.56635,0.676389,2.45631
0.0708,0.314744,1.5663,0.676399,2.4562
0.0709,0.314768,1.56625,0.676409,2.45609
0.071,0.314792,1.5662,0.67642,2.45598
0.0711,0.314817,1.56615,0.676432,2.45586
0.0712,0.314841,1.5661,0.676444,2.45575
0.0713,0.314865,1.56605,0.676457,2.45564
0.0714,0.31489,1.566,0.676471,2.45552
0.0715,0.314915,1.56595,0.676485,2.45541
0.0716,0.31494,1.5659,0.6765,2.45529
0.0717,0.314965,1.56585,0.676516,2.45518
0.0718,0.314991,1.5658,0.676532,2.45507
0.0719,0.315016,1.56575,0.67655,2.45495
0.072,0.315042,1.5657,0.676567,2.45484
0.0721,0.315068,1.56565,0.676586,2.45472
0.0722,0.315094,1.56561,0.676605,2.45461
0.0723,0.31512,1.56556,0.676625,2.45449
0.0724,0.315146,1.56551,0.676646,2.45438
0.0725,0.315172,1.56547,0.676667,2.45426
0.0726,0.315199,1.56542,0.676689,2.45415
0.0727,0.315226,1.56537,0.676712,2.45404
0.0728,0.315252,1.56533,0.676735,2.45392
0.0729,0.315279,1.56528,0.67676,2.45381
0.073,0.315306,1.56524,0.676785,2.45369
0.0731,0.315333,1.56519,0.676811,2.45358
0.0732,0.315361,1.56515,0.676837,2.45347
0.0733,0.315388,1.56511,0.676865,2.45335
0.0734,0.315416,1.56507,0.676893,2.45324
0.0735,0.315443,1.56502,0.676922,2.45312
0.0736,0.315471,1.56498,0.676951,2.45301
0.0737,0.315499,1.56494,0.676982,2.4529
0.0738,0.315526,1.5649,0.677013,2.45279
0.0739,0.315554,1.56486,0.677045,2.45267
0.074,0.315583,1.56482,0.677078,2.45256
0.0741,0.315611,1.56478,0.677112,2.45245
0.0742,0.315639,1.56474,0.677146,2.45234
0.0743,0.315667,1.5647,0.677181,2.45223
0.0744,0.315696,1.56467,0.677218,2.45212
0.0745,0.315724,1.56463,0.677254,2.45201
0.0746,0.315753,1.56459,0.677292,2.4519
0.0747,0.315782,1.56456,0.677331,2.45179
0.0748,0.315811,1.56452,0.67737,2.45168
0.0749,0.315839,1.56449,0.67741,2.45157
0.075,0.315868,1.56446,0.677451,2.45146
0.0751,0.315897,1.56442,0.677493,2.45135
0.0752,0.315926,1.56439,0.677536,2.45125
0.0753,0.315955,1.56436,0.67758,2.45114
0.0754,0.315985,1.56433,0.677624,2.45103
0.0755,0.316014,1.5643,0.677669,2.45093
0.0756,0.316043,1.56427,0.677716,2.45082
0.0757,0.316073,1.56424,0.677763,2.45072
0.0758,0.316102,1.56421,0.67781,2.45061
0.0759,0.316131,1.56418,0.677859,2.45051
0.076,0.316161,1.56416,0.677909,2.45041
0.0761,0.316191,1.56413,0.677959,2.45031
0.0762,0.31622,1.56411,0.67801,2.4502
0.0763,0.31625,1.56408,0.678063,2.4501
0.0764,0.316279,1.56406,0.678116,2.45
0.0765,0.316309,1.56404,0.67817,2.4499
0.0766,0.316339,1.56401,0.678224,2.4498
0.0767,0.316369,1.56399,0.67828,2.44971
0.0768,0.316399,1.56397,0.678337,2.44961
0.0769,0.316429,1.56395,0.678394,2.44951
0.077,0.316458,1.56393,0.678452,2.44942
0.0771,0.316488,1.56392,0.678512,2.44932
0.0772,0.316518,1.5639,0.678572,2.44922
0.0773,0.316548,1.56388,0.678632,2.44913
0.0774,0.316578,1.56387,0.678694,2.44904
0.0775,0.316608,1.56385,0.678757,2.44895
0.0776,0.316638,1.56384,0.678821,2.44885
0.0777,0.316668,1.56382,0.678885,2.44876
0.0778,0.316699,1.56381,0.67895,2.44867
0.0779,0.316729,1.5638,0.679017,2.44858
0.078,0.316759,1.56379,0.679084,2.44849
0.0781,0.316789,1.56378,0.679152,2.44841
0.0782,0.316819,1.56377,0.67922,2.44832
0.0783,0.316849,1.56376,0.67929,2.44823
0.0784,0.316879,1.56375,0.679361,2.44815
0.0785,0.316909,1.56375,0.679432,2.44806
0.0786,0.31694,1.56374,0.679504,2.44798
0.0787,0.31697,1.56374,0.679578,2.4479
0.0788,0.317,1.56373,0.679652,2.44782
0.0789,0.31703,1.56373,0.679727,2.44773
0.079,0.31706,1.56373,0.679802,2.44765
0.0791,0.31709,1.56373,0.679879,2.44758
0.0792,0.31712,1.56373,0.679957,2.4475
0.0793,0.317151,1.56373,0.680035,2.44742
0.0794,0.317181,1.56373,0.680114,2.44734
0.0795,0.317211,1.56373,0.680194,2.44727
0.0796,0.317241,1.56373,0.680275,2.44719
0.0797,0.317271,1.56374,0.680357,2.44712
0.0798,0.317301,1.56374,0.68044,2.44705
0.0799,0.317331,1.56375,0.680523,2.44697
0.08,0.317361,1.56376,0.680608,2.4469
0.0801,0.317391,1.56376,0.680693,2.44683
0.0802,0.317421,1.56377,0.680779,2.44676
0.0803,0.317451,1.56378,0.680866,2.44669
0.0804,0.317481,1.56379,0.680953,2.44663
0.0805,0.317511,1.5638,0.681042,2.44656
0.0806,0.317541,1.56381,0.681131,2.44649
0.0807,0.317571,1.56383,0.681221,2.44643
0.0808,0.317601,1.56384,0.681312,2.44637
0.0809,0.317631,1.56385,0.681404,2.4463
0.081,0.31766,1.56387,0.681497,2.44624
0.0811,0.31769,1.56389,0.68159,2.44618
0.0812,0.31772,1.5639,0.681684,2.44612
0.0813,0.31775,1.56392,0.681779,2.44606
0.0814,0.317779,1.56394,0.681875,2.446
0.0815,0.317809,1.56396,0.681971,2.44595
0.0816,0.317839,1.56398,0.682069,2.44589
0.0817,0.317868,1.564,0.682167,2.44584
0.0818,0.317898,1.56402,0.682265,2.44578
0.0819,0.317927,1.56405,0.682365,2.44573
0.082,0.317957,1.56407,0.682465,2.44568
0.0821,0.317986,1.5641,0.682566,2.44562
0.0822,0.318015,1.56412,0.682668,2.44557
0.0823,0.318045,1.56415,0.68277,2.44552
0.0824,0.318074,1.56417,0.682874,2.44548
0.0825,0.318103,1.5642,0.682978,2.44543
0.0826,0.318132,1.56423,0.683082,2.44538
0.0827,0.318162,1.56426,0.683188,2.44534
0.0828,0.318191,1.56429,0.683294,2.44529
0.0829,0.31822,1.56432,0.6834,2.44525
0.083,0.318249,1.56436,0.683508,2.4452
0.0831,0.318278,1.56439,0.683616,2.44516
0.0832,0.318307,1.56442,0.683724,2.44512
0.0833,0.318336,1.56446,0.683834,2.44508
0.0834,0.318364,1.56449,0.683944,2.44504
0.0835,0.318393,1.56453,0.684055,2.445
0.0836,0.318422,1.56456,0.684166,2.44496
0.0837,0.318451,1.5646,0.684279,2.44493
0.0838,0.318479,1.56464,0.684391,2.44489
0.0839,0.318508,1.56468,0.684505,2.44486
0.084,0.318537,1.56472,0.684619,2.44482
0.0841,0.318565,1.56476,0.684734,2.44479
0.0842,0.318594,1.5648,0.68485,2.44476
0.0843,0.318622,1.56484,0.684966,2.44472
0.0844,0.318651,1.56489,0.685083,2.44469
0.0845,0.318679,1.56493,0.6852,2.44466
0.0846,0.318707,1.56498,0.685318,2.44463
0.0847,0.318736,1.56502,0.685437,2.44461
0.0848,0.318764,1.56507,0.685556,2.44458
0.0849,0.318792,1.56511,0.685676,2.44455
0.085,0.31882,1.56516,0.685796,2.44453
0.0851,0.318848,1.56521,0.685917,2.4445
0.0852,0.318877,1.56526,0.686039,2.44448
0.0853,0.318905,1.56531,0.686161,2.44445
0.0854,0.318933,1.56536,0.686283,2.44443
0.0855,0.318961,1.56541,0.686406,2.44441
0.0856,0.318988,1.56546,0.68653,2.44439
0.0857,0.319016,1.56551,0.686654,2.44437
0.0858,0.319044,1.56556,0.686779,2.44435
0.0859,0.319072,1.56561,0.686904,2.44433
0.086,0.3191,1.56567,0.687029,2.44431
0.0861,0.319127,1.56572,0.687155,2.44429
0.0862,0.319155,1.56578,0.687281,2.44427
0.0863,0.319183,1.56583,0.687408,2.44426
0.0864,0.31921,1.56589,0.687535,2.44424
0.0865,0.319238,1.56594,0.687663,2.44422
0.0866,0.319265,1.566,0.687791,2.44421
0.0867,0.319293,1.56606,0.68792,2.4442
0.0868,0.31932,1.56612,0.688049,2.44418
0.0869,0.319347,1.56617,0.688179,2.44417
0.087,0.319375,1.56623,0.688309,2.44416
0.0871,0.319402,1.56629,0.68844,2.44415
0.0872,0.319429,1.56635,0.688571,2.44414
0.0873,0.319456,1.56642,0.688703,2.44413
0.0874,0.319483,1.56648,0.688835,2.44412
0.0875,0.319511,1.56654,0.688967,2.44411
0.0876,0.319538,1.5666,0.6891,2.4441
0.0877,0.319565,1.56666,0.689233,2.4441
0.0878,0.319592,1.56673,0.689367,2.44409
0.0879,0.319619,1.56679,0.689501,2.44408
0.088,0.319645,1.56686,0.689636,2.44408
0.0881,0.319672,1.56692,0.68977,2.44407
0.0882,0.319699,1.56699,0.689906,2.44407
0.0883,0.319726,1.56705,0.690041,2.44406
0.0884,0.319753,1.56712,0.690177,2.44406
0.0885,0.319779,1.56718,0.690312,2.44406
0.0886,0.319805,1.56725,0.690445,2.44406
0.0887,0.319829,1.56732,0.690575,2.44406
0.0888,0.319853,1.56738,0.690703,2.44406
0.0889,0.319876,1.56745,0.690828,2.44407
0.089,0.319898,1.56752,0.690951,2.44408
0.0891,0.319919,1.56758,0.691072,2.44409
0.0892,0.319939,1.56765,0.69119,2.4441
0.0893,0.319958,1.56771,0.691305,2.44412
0.0894,0.319976,1.56778,0.691418,2.44414
0.0895,0.319993,1.56784,0.691529,2.44416
0.0896,0.32001,1.56791,0.691637,2.44418
0.0897,0.320025,1.56797,0.691743,2.44421
0.0898,0.32004,1.56804,0.691846,2.44423
0.0899,0.320054,1.56811,0.691947,2.44426
0.09,0.320067,1.56817,0.692046,2.44429
0.0901,0.320079,1.56824,0.692143,2.44433
0.0902,0.32009,1.5683,0.692237,2.44436
0.0903,0.3201,1.56837,0.692329,2.4444
0.0904,0.32011,1.56843,0.692418,2.44444
0.0905,0.320118,1.5685,0.692505,2.44449
0.0906,0.320126,1.56856,0.69259,2.44453
0.0907,0.320133,1.56863,0.692673,2.44458
0.0908,0.320139,1.56869,0.692754,2.44463
0.0909,0.320144,1.56875,0.692832,2.44468
0.091,0.320149,1.56882,0.692908,2.44473
0.0911,0.320152,1.56888,0.692982,2.44479
0.0912,0.320155,1.56895,0.693054,2.44484
0.0913,0.320157,1.56901,0.693124,2.4449
0.0914,0.320158,1.56908,0.693191,2.44496
0.0915,0.320159,1.56914,0.693257,2.44503
0.0916,0.320158,1.56921,0.69332,2.44509
0.0917,0.320157,1.56927,0.693381,2.44516
0.0918,0.320155,1.56933,0.693441,2.44523
0.0919,0.320153,1.5694,0.693498,2.4453
0.092,0.320149,1.56946,0.693553,2.44537
0.0921,0.320145,1.56953,0.693606,2.44545
0.0922,0.32014,1.56959,0.693657,2.44552
0.0923,0.320134,1.56965,0.693706,2.4456
0.0924,0.320128,1.56972,0.693753,2.44568
0.0925,0.320121,1.56978,0.693798,2.44577
0.0926,0.320113,1.56985,0.693842,2.44585
0.0927,0.320104,1.56991,0.693883,2.44594
0.0928,0.320095,1.56997,0.693922,2.44602
0.0929,0.320085,1.57004,0.69396,2.44611
0.093,0.320074,1.5701,0.693995,2.44621
0.0931,0.320062,1.57016,0.694029,2.4463
0.0932,0.32005,1.57023,0.694061,2.44639
0.0933,0.320037,1.57029,0.694091,2.44649
0.0934,0.320024,1.57035,0.694119,2.44659
0.0935,0.32001,1.57042,0.694145,2.44669
0.0936,0.319995,1.57048,0.694169,2.44679
0.0937,0.319979,1.57054,0.694192,2.4469
0.0938,0.319963,1.57061,0.694213,2.447
0.0939,0.319946,1.57067,0.694232,2.44711
0.094,0.319928,1.57073,0.694249,2.44722
0.0941,0.31991,1.5708,0.694265,2.44733
0.0942,0.319891,1.57086,0.694278,2.44744
0.0943,0.319871,1.57092,0.694291,2.44756
0.0944,0.319851,1.57099,0.694301,2.44767
0.0945,0.31983,1.57105,0.69431,2.44779
0.0946,0.319808,1.57111,0.694317,2.44791
0.0947,0.319786,1.57118,0.694322,2.44803
0.0948,0.319764,1.57124,0.694325,2.44815
0.0949,0.31974,1.5713,0.694327,2.44828
0.095,0.319716,1.57136,0.694328,2.4484
0.0951,0.319692,1.57143,0.694326,2.44853
0.0952,0.319666,1.57149,0.694323,2.44866
0.0953,0.319641,1.57155,0.694319,2.44879
0.0954,0.319614,1.57161,0.694313,2.44892
0.0955,0.319587,1.57168,0.694305,2.44905
0.0956,0.319559,1.57174,0.694296,2.44918
0.0957,0.319531,1.5718,0.694285,2.44932
0.0958,0.319503,1.57186,0.694273,2.44946
0.0959,0.319473,1.57193,0.694259,2.4496
0.096,0.319443,1.57199,0.694243,2.44974
0.0961,0.319413,1.57205,0.694226,2.44988
0.0962,0.319382,1.57211,0.694208,2.45002
0.0963,0.31935,1.57218,0.694188,2.45016
0.0964,0.319318,1.57224,0.694167,2.45031
0.0965,0.319285,1.5723,0.694144,2.45046
0.0966,0.319252,1.57236,0.694119,2.45061
0.0967,0.319218,1.57242,0.694094,2.45076
0.0968,0.319184,1.57249,0.694066,2.45091
0.0969,0.319149,1.57255,0.694038,2.45106
0.097,0.319114,1.57261,0.694008,2.45121
0.0971,0.319078,1.57267,0.693976,2.45137
0.0972,0.319041,1.57273,0.693943,2.45153
0.0973,0.319004,1.5728,0.693909,2.45168
0.0974,0.318967,1.57286,0.693873,2.45184
0.0975,0.318929,1.57292,0.693836,2.452
0.0976,0.31889,1.57298,0.693798,2.45216
0.0977,0.318851,1.57304,0.693758,2.45233
0.0978,0.318812,1.5731,0.693717,2.45249
0.0979,0.318772,1.57317,0.693675,2.45266
0.098,0.318732,1.57323,0.693631,2.45282
0.0981,0.318691,1.57329,0.693586,2.45299
0.0982,0.318649,1.57335,0.69354,2.45316
0.0983,0.318607,1.57341,0.693493,2.45333
0.0984,0.318565,1.57347,0.693444,2.4535
0.0985,0.318522,1.57353,0.693394,2.45367
0.0986,0.318479,1.57359,0.693343,2.45384
0.0987,0.318435,1.57365,0.69329,2.45402
0.0988,0.318391,1.57372,0.693236,2.45419
0.0989,0.318346,1.57378,0.693181,2.45437
0.099,0.318301,1.57384,0.693125,2.45455
0.0991,0.318256,1.5739,0.693068,2.45473
0.0992,0.31821,1.57396,0.693009,2.45491
0.0993,0.318163,1.57402,0.692949,2.45509
0.0994,0.318116,1.57408,0.692888,2.45527
0.0995,0.318069,1.57414,0.692826,2.45545
0.0996,0.318021,1.5742,0.692763,2.45564
0.0997,0.317973,1.57426,0.692698,2.45582
0.0998,0.317925,1.57432,0.692633,2.45601
0.0999,0.317876,1.57438,0.692566,2.4562
0.1,0.317826,1.57444,0.692498,2.45638
0.1001,0.317776,1.5745,0.692429,2.45657
0.1002,0.317726,1.57456,0.692359,2.45676
0.1003,0.317676,1.57462,0.692288,2.45695
0.1004,0.317625,1.57468,0.692215,2.45715
0.1005,0.317573,1.57474,0.692142,2.45734
0.1006,0.317521,1.5748,0.692067,2.45753
0.1007,0.317469,1.57486,0.691992,2.45773
0.1008,0.317417,1.57492,0.691915,2.45792
0.1009,0.317364,1.57498,0.691837,2.45812
0.101,0.31731,1.57504,0.691759,2.45832
0.1011,0.317257,1.5751,0.691679,2.45851
0.1012,0.317203,1.57516,0.691598,2.45871
0.1013,0.317148,1.57521,0.691516,2.45891
0.1014,0.317093,1.57527,0.691433,2.45911
0.1015,0.317038,1.57533,0.691349,2.45932
0.1016,0.316982,1.57539,0.691265,2.45952
0.1017,0.316927,1.57545,0.691179,2.45972
0.1018,0.31687,1.57551,0.691092,2.45993
0.1019,0.316814,1.57557,0.691004,2.46013
0.102,0.316757,1.57563,0.690915,2.46034
0.1021,0.316699,1.57568,0.690825,2.46054
0.1022,0.316642,1.57574,0.690735,2.46075
0.1023,0.316584,1.5758,0.690643,2.46096
0.1024,0.316526,1.57586,0.69055,2.46117
0.1025,0.316467,1.57592,0.690457,2.46138
0.1026,0.316408,1.57597,0.690362,2.46159
0.1027,0.316349,1.57603,0.690267,2.4618
0.1028,0.316289,1.57609,0.690171,2.46201
0.1029,0.316229,1.57615,0.690074,2.46222
0.103,0.316169,1.5762,0.689976,2.46243
0.1031,0.316108,1.57626,0.689876,2.46265
0.1032,0.316048,1.57632,0.689777,2.46286
0.1033,0.315986,1.57638,0.689676,2.46308
0.1034,0.315925,1.57643,0.689574,2.46329
0.1035,0.315863,1.57649,0.689472,2.46351
0.1036,0.315801,1.57655,0.689369,2.46373
0.1037,0.315739,1.5766,0.689264,2.46394
0.1038,0.315676,1.57666,0.689159,2.46416
0.1039,0.315613,1.57672,0.689054,2.46438
0.104,0.31555,1.57677,0.688947,2.4646
0.1041,0.315487,1.57683,0.68884,2.46482
0.1042,0.315423,1.57689,0.688731,2.46504
0.1043,0.315359,1.57694,0.688622,2.46526
0.1044,0.315294,1.577,0.688512,2.46548
0.1045,0.31523,1.57705,0.688402,2.4657
0.1046,0.315165,1.57711,0.68829,2.46593
0.1047,0.3151,1.57716,0.688178,2.46615
0.1048,0.315035,1.57722,0.688065,2.46637
0.1049,0.314969,1.57727,0.687951,2.4666
0.105,0.314903,1.57733,0.687837,2.46682
0.1051,0.314837,1.57738,0.687721,2.46705
0.1052,0.314771,1.57744,0.687606,2.46727
0.1053,0.314704,1.57749,0.687489,2.4675
0.1054,0.314637,1.57755,0.687371,2.46773
0.1055,0.31457,1.5776,0.687253,2.46795
0.1056,0.314503,1.57766,0.687134,2.46818
0.1057,0.314435,1.57771,0.687014,2.46841
0.1058,0.314367,1.57777,0.686894,2.46864
0.1059,0.314299,1.57782,0.686773,2.46887
0.106,0.314231,1.57787,0.686651,2.46909
0.1061,0.314163,1.57793,0.686529,2.46932
0.1062,0.314094,1.57798,0.686406,2.46955
0.1063,0.314025,1.57803,0.686282,2.46978
0.1064,0.313956,1.57809,0.686157,2.47002
0.1065,0.313887,1.57814,0.686032,2.47025
0.1066,0.313817,1.57819,0.685907,2.47048
0.1067,0.313747,1.57825,0.68578,2.47071
0.1068,0.313677,1.5783,0.685653,2.47094
0.1069,0.313607,1.57835,0.685525,2.47118
0.107,0.313537,1.5784,0.685397,2.47141
0.1071,0.313466,1.57845,0.685268,2.47164
0.1072,0.313396,1.57851,0.685138,2.47187
0.1073,0.313325,1.57856,0.685008,2.47211
0.1074,0.313253,1.57861,0.684877,2.47234
0.1075,0.313182,1.57866,0.684745,2.47258
0.1076,0.313111,1.57871,0.684613,2.47281
0.1077,0.313039,1.57876,0.684481,2.47305
0.1078,0.312967,1.57881,0.684347,2.47328
0.1079,0.312895,1.57887,0.684213,2.47352
0.108,0.312823,1.57892,0.684079,2.47375
0.1081,0.31275,1.57897,0.683944,2.47399
0.1082,0.312678,1.57902,0.683808,2.47423
0.1083,0.312605,1.57907,0.683672,2.47446
0.1084,0.312532,1.57912,0.683535,2.4747
0.1085,0.312459,1.57917,0.683398,2.47494
0.1086,0.312386,1.57922,0.68326,2.47517
0.1087,0.312313,1.57927,0.683122,2.47541
0.1088,0.312239,1.57932,0.682983,2.47565
0.1089,0.312166,1.57936,0.682843,2.47589
0.109,0.312092,1.57941,0.682703,2.47612
0.1091,0.312018,1.57946,0.682563,2.47636
0.1092,0.311944,1.57951,0.682422,2.4766
0.1093,0.31187,1.57956,0.68228,2.47684
0.1094,0.311795,1.57961,0.682138,2.47708
0.1095,0.311721,1.57966,0.681995,2.47732
0.1096,0.311646,1.5797,0.681852,2.47755
0.1097,0.311571,1.57975,0.681709,2.47779
0.1098,0.311496,1.5798,0.681565,2.47803
0.1099,0.311421,1.57985,0.68142,2.47827
0.11,0.311346,1.57989,0.681275,2.47851
0.1101,0.311271,1.57994,0.681129,2.47875
0.1102,0.311195,1.57999,0.680983,2.47899
0.1103,0.31112,1.58003,0.680837,2.47923
0.1104,0.311044,1.58008,0.68069,2.47947
0.1105,0.310968,1.58013,0.680542,2.47971
0.1106,0.310892,1.58017,0.680394,2.47995
0.1107,0.310816,1.58022,0.680246,2.48019
0.1108,0.31074,1.58026,0.680097,2.48043
0.1109,0.310664,1.58031,0.679948,2.48067
0.111,0.310588,1.58035,0.679798,2.48091
0.1111,0.310511,1.5804,0.679648,2.48115
0.1112,0.310435,1.58044,0.679498,2.48139
